,,,,,,,,,Process name,Future Opportunity,Acetone,"Benzene, at plant","Bituminous coal, at mine","Bituminous coal, combusted in industrial boiler","Crude oil, at production","Crude oil, extracted",Diacetone Alcohol,"Diesel, combusted in industrial boiler","Diesel, combusted in industrial equipment",downcycling (allocation)-s1 (heat pretreatment),downcycling (allocation)-s2 (1/3 discard),"Electricity, at cogen, for natural gas turbine","Electricity, at Grid, SERC, 2010","Electricity, at Grid, US, 2010","Electricity, bituminous coal, at power plant","Electricity, diesel, at power plant","Electricity, lignite coal, at power plant","Electricity, natural gas, at power plant","Electricity, nuclear, at power plant","Electricity, residual fuel oil, at power plant","Ethylene glycol, materials production, organic compound, at plant, kg","Ethylene, materials production, organic compound, at plant, kg","Fuel grade uranium, at regional storage","Gasoline, combusted in equipment","heat from Natural gas, processed, for energy use, at plant","Hydrogen, liquid, synthesis gas, at plant",incineration (film),landfill (film),"Lignite coal, at surface mine","Lignite coal, combusted in industrial boiler","Liquefied petroleum gas, combusted in industrial boiler",MASC,multilayer film production,"Natural gas, at extraction, Barnett Shale, kg","Natural gas, at extraction, coal bed methane, kg","Natural gas, at extraction, conventional offshore, kg","Natural gas, at extraction, conventional onshore associated, kg","Natural gas, at extraction, conventional onshore, kg","Natural gas, at extraction, Marcellus Shale, kg","Natural gas, at extraction, production mixture, to consumer, kg","Natural gas, at processing, conventional, kg","Natural gas, at processing, production mixture, to consumer, kg","Natural gas, at processing, shale, kg","Natural gas, combusted in industrial boiler","Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene","Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas","Natural gas, combusted in industrial equipment","Natural gas, processed, for energy use, at plant","Natural gas, processed, for material use, at plant","Oxygen, liquid, at plant","Petroleum refined, for energy use, at plant","Petroleum refined, for material use, at plant","Petroleum refining, at refinery","Petroleum refining, at refinery","Petroleum refining, at refinery","Petroleum refining, at refinery","Petroleum refining, at refinery",POLYAMIDE 6 (Nylon 6),"Polyethylene, linear low-density, LLDPE, virgin resin, at plant","Propylene, materials production, organic compound, at plant, kg",pyrolysis,"Pyrolysis gasoline, at plant","Residual fuel oil, combusted in industrial boiler",STRAP,Substitued Electricity US Market,Substitued Polypropylene Market,Substitued Refinery Oil Market,"Transport, barge, average fuel mix","Transport, barge, diesel powered","Transport, barge, residual fuel oil powered","Transport, combination truck, average fuel mix","Transport, combination truck, diesel powered","Transport, ocean freighter, diesel powered","Transport, ocean freighter, residual fuel oil powered","Transport, pipeline, natural gas","Transport, pipeline, unspecified petroleum products","Transport, train, diesel powered",Ultimate EoL
"Electricity, at Grid, US, 2010","Electricity, at grid",FALSE,06581fb2-1de0-3e78-8298-f37605dea142,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,-0.0573,-0.13932,,-0.1404,-0.14043,,,,-0.408,-0.408,,,3.6,,,,,,,-0.54,-0.1008,-14688,,,-1.1376,-0.252,,-0.19188,,,-14.784,,-0.16632,,,,,-0.16632,,-0.03848,,-0.0385,,,,,,,-0.49683,,,-0.11272,-0.21705,-0.0137,-0.02653,-0.02519,-15.79,-0.5436,-0.1116,,-0.41749,,-0.648,,,,,,,,,,,,-0.05364,,
"Electricity, bituminous coal, at power plant","Electricity, bituminous coal, at power plant",FALSE,737e3efb-29d4-3b9d-8d78-6269508c1f59,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-1.72992,-1.48124,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, diesel, at power plant","Electricity, diesel, at power plant",FALSE,1e68baef-0ed7-37bb-9919-61963f9fbd08,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.01629,-0.04481,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, lignite coal, at power plant","Electricity, lignite coal, at power plant",FALSE,a9f6971f-58a0-30b0-af5c-a36d11fe487f,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.01103,-0.0684,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, natural gas, at power plant","Electricity, natural gas, at power plant",FALSE,6cb3e4a8-d7e0-3566-ae66-8022182af846,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.6833,-0.88053,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, nuclear, at power plant","Electricity, nuclear, at power plant",FALSE,9e321869-bd1f-3c93-8528-8f198de2fa2b,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.89445,-0.71347,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity, residual fuel oil, at power plant","Electricity, residual fuel oil, at power plant",FALSE,f7d232cc-70aa-3669-a4e4-d1083d248e69,FALSE,RNA,22: Utilities,"2211: Electric Power Generation, Transmission and Distribution",,,,,,,,,,,,,,,,-0.00342,-0.01272,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ethylene glycol, materials production, organic compound, at plant, kg","Ethylene glycol, at plant, kg",FALSE,a5c7d642-4e3a-40af-a919-a2f7601340b0,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,,,,,,,,,,,,,,
"Ethylene, materials production, organic compound, at plant, kg","Ethylene, at plant, kg",FALSE,ec1bf0d1-ff71-4960-aa0f-9fc87c14f972,FALSE,US,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,-0.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99928,,,,,,,,,,,,,,,,,,,
"Fuel grade uranium, at regional storage","Fuel grade uranium, at regional storage",FALSE,64e4081e-3bbf-3576-ad3e-d760aa93c187,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,-3.00E-06,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gasoline, combusted in equipment","Gasoline, combusted in equipment",FALSE,bc38e349-1ccf-3855-a615-a4f581ab875b,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,-8.40E-07,,-6.80E-07,-6.80E-07,,,,,,,,,,,,,,,,,,0.001,,,,,-1.40E-06,,,,,,,-3.40E-08,,,,,,,,,,,,,,,,,,,,,,,,,,-1.80E-08,,,,,,,,,,,,,,,,
"heat from Natural gas, processed, for energy use, at plant","heat, from natural gas",FALSE,48302c54-8a69-4626-a0a2-51e2a20e0be9,FALSE,,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,-41,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00351,,,,,,,,,,,,,,
"Hydrogen, liquid, synthesis gas, at plant","Hydrogen, liquid, synthesis gas, at plant",FALSE,3a8cda88-d05e-3a52-82ff-e7aa2caefd0d,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00045,,,,,,,,,,,,,,,,,,,
"Lignite coal, at surface mine","Lignite coal, at surface mine",FALSE,90247271-0884-3a25-af40-be7abccb922c,FALSE,RNA,"21: Mining, Quarrying, and Oil and Gas Extraction",2121: Coal Mining,,,,,,,,,,,,,,,,,,,,-0.78206,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lignite coal, combusted in industrial boiler","Lignite coal, combusted in industrial boiler",FALSE,eb6394c1-0d19-3be3-99ab-ec572dec9926,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liquefied petroleum gas, combusted in industrial boiler","Liquefied petroleum gas, combusted in industrial boiler",FALSE,f77da622-e84d-3639-8917-fcf792aaee13,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,-2.50E-07,-4.80E-07,-3.10E-08,-5.90E-08,-5.60E-08,,,,,,,,,,,,,,,,,,,,,
Alternatives for multilayer film,multilayer film,FALSE,6d8875f3-a1e7-4b6b-844d-4bd72fd26844,FALSE,,REMADE,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, Barnett Shale, kg","Natural gas, at extraction, Barnett Shale, kg",FALSE,43ab3de2-e1a2-4e1a-9613-68e9cbd7aab5,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, coal bed methane, kg","Natural gas, at extraction, coal bed methane, kg",FALSE,1d674722-7562-4360-8677-93bf36a9a57a,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,-0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, conventional offshore, kg","Natural gas, at extraction, conventional offshore, kg",FALSE,fdfa1dbf-3593-45ff-b0dc-6b3f9d8fa4bd,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,-0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, conventional onshore associated, kg","Natural gas, at extraction, conventional onshore associated, kg",FALSE,4398eda3-a9ac-444b-bc90-0e042335fa2f,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,-0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, conventional onshore, kg","Natural gas, at extraction, conventional onshore, kg",FALSE,f1deade7-12b4-45c8-a00f-946a33de6d2c,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, Marcellus Shale, kg","Natural gas, at extraction, Marcellus Shale, kg",FALSE,c3550488-240f-4674-883a-ccf7dbf0ecf3,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at extraction, production mixture, to consumer, kg","Natural gas, at extraction, composite, kg",FALSE,c1618370-1fc6-45fc-a2cc-2458bc9ddf6a,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at processing, conventional, kg","Natural gas, at processing, conventional, kg",FALSE,7445d544-fd68-4cb8-9f75-00428a6b4c98,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00018,,,,,,,,,,,,,,1,-0.51,,,,,,,,,,,,,,,,-1.216,,,,,,,,,,,,,,,,,,,,
"Natural gas, at processing, production mixture, to consumer, kg","Natural gas, at processing, composite, kg",FALSE,1a30ee75-215c-47ab-8927-8d15cdf63407,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,-1.05,,,-0.01818,,,,,,,,,,,,,,,,,1,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, at processing, shale, kg","Natural gas, at processing, shale, kg",FALSE,5fad297f-057e-468c-8ae1-bd4ef37514f3,FALSE,US,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler","Natural gas, combusted in industrial boiler",FALSE,bb1dc159-fe13-3f8e-8197-361e8c770ba3,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,-0.0394,-0.00016,,-0.0328,-0.03277,,,,,,-0.1875,,,,,,,,,-0.1242,0.052,-184,,,-0.0703,,,-0.00025,,,,,,,,,,,,-0.00068,,-0.00068,1,,,,,,,,,-0.00243,-0.00468,-0.0003,-0.00057,-0.00054,,-0.02,0.059,,,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene","Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene",FALSE,f179160d-d402-3e37-8d65-93d09f309b99,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,-0.116,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-0.113,,,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas","Natural gas, combusted in industrial boiler, at hydrocracker, for pyrolysis gas",FALSE,ea080df3-3823-3f40-89ed-1a45b561230e,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-0.0964,,,,,,,,,,,,,,,,
"Natural gas, combusted in industrial equipment","Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",FALSE,9dfc02c2-db7e-3c19-b120-165cab1a22c5,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01214,,,
"Natural gas, processed, for energy use, at plant","Natural gas, production mixture, to energy use",FALSE,1a34bf95-f897-4af9-b70c-368fce9e41d6,FALSE,,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,-4,-0.0221,,,,,,,,,,,,,,,,-0.21982,,,,,,,,,,-0.00441,,,,,,,,,,,,,,,,-0.73692,-0.73692,-0.73692,-0.73692,1,,,,,,,,,,,,-0.16,,-0.10382,,,,,,,,,,,,,,,,-0.00441
"Natural gas, processed, for material use, at plant","Natural gas, production mixture, to material use",FALSE,c837f7c6-1f8d-4f62-ade8-4f2a73b41b1a,FALSE,,"21: Mining, Quarrying, and Oil and Gas Extraction",2111: Oil and Gas Extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.91,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,-0.87,,-0.58424,,,,,,,,,,,,,,,,
"Oxygen, liquid, at plant","Oxygen, liquid, at plant",FALSE,055e3f80-da33-3f27-be5f-8d0c59872b9a,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refined, for energy use, at plant","Petroleum refined, to energy use, at refinery",FALSE,b022d34e-2838-4494-8a84-9b6aa57e575a,FALSE,,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,-0.016,,,,,,,,,,,,,,,,,,,,-0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-0.027,,-0.07518,,,,,,,,,,,,,,,,
"Petroleum refined, for material use, at plant","Petroleum refined, to material use, at refinery",FALSE,3671e08b-0f5d-423e-9805-3cbd3f7b909a,FALSE,,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,-0.667,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-0.14,,-0.41861,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Diesel, at refinery",FALSE,d939590b-a0d7-310c-8952-9921ed64a078,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,-0.001,-0.001,,,,,,,-0.00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000252,,,,,,,,,,,,,,,,-9.60E-06,,,-2.70E-05,-4.90E-06,,,,-6.50E-06,
"Petroleum refining, at refinery","Gasoline, at refinery",FALSE,0e44e579-abb0-3c77-af64-c774d65be529,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Liquefied petroleum gas, at refinery",FALSE,813325ee-9eb4-3825-9280-bee7b1a2e9a8,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,4.91E-05,,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Petroleum refining coproduct, at refinery",FALSE,5f96ad43-abab-3b62-bcf8-c71f9d6c7881,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,0.051454,,,,,,,,,,,,,,,,,,,,,,
"Petroleum refining, at refinery","Residual fuel oil, at refinery",FALSE,f7c00d19-9601-373a-ba23-593e251b4dee,FALSE,RNA,31-33: Manufacturing,3241: Petroleum and Coal Products Manufacturing,,,,,,,,,,,,,,,,,,,,,,,-0.00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18E-05,,,,,,-0.001,,,,,,,-8.80E-06,,,,-4.90E-06,,,,
Alternatives for POLYAMIDE 6 (Nylon 6),POLYAMIDE 6 (Nylon 6) (at plant),FALSE,503fd2cb-e11f-4e86-ac04-6956a786f3a3,FALSE,,REMADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.289,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.247,,,,,,,,,,,,,,
"Alternatives for Polyethylene, linear low-density, LLDPE, virgin resin, at plant","Polyethylene, linear low-density, LLDPE, virgin resin, at plant",FALSE,1ca3b8d5-a002-41c1-bdce-8db63ea6291e,FALSE,RNA,31-33: Manufacturing,"3252: Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.821,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.703,,,,,,,,,,,,,,
"Propylene, materials production, organic compound, at plant, kg","Propylene, at plant",FALSE,e86e8b04-8e64-3a17-95c3-04c07229f0ac,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
"Pyrolysis gasoline, at plant","Pyrolysis gasoline, at plant",FALSE,f3d6e4c6-0323-3d9f-a843-b741d2a9b982,FALSE,RNA,31-33: Manufacturing,3251: Basic Chemical Manufacturing,,,,,-0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Residual fuel oil, combusted in industrial boiler","Residual fuel oil, combusted in industrial boiler",FALSE,654a5cf6-185f-3d91-89ef-42442d1825e8,FALSE,RNA,22: Utilities,"2213: Water, Sewage and Other Systems",,,,,-3.20E-05,-8.70E-07,,-8.40E-07,-8.00E-07,,,,,,,,,,,,,,,,3.10E-06,-0.00011,,,,,,-1.50E-06,,,,,,,,,,,,,,,,,,,,,,,,-6.00E-06,-1.10E-05,-7.20E-07,-1.40E-06,-1.30E-06,,,2.80E-06,,,0.001,,,,,,,,,,,,,,,
Substitued Electricity US Market,Electricity-substitued,FALSE,2281a396-23ef-4ebf-9dd7-517ac4a9395b,FALSE,,REMADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Substitued Polypropylene Market,"Polypropylene, PP, virgin resin, at plant",FALSE,d0477b6a-115f-350d-bbb4-7f62243e3476,FALSE,,REMADE,,,,,,,,,,,,,,0.95,0.6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Substitued Refinery Oil Market,"Crude oil, at production",FALSE,efeff2cc-8166-3237-b6a5-5fbf2cb1ffe1,FALSE,,REMADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7404,,,,,,1,,,,,,,,,,,
"Transport, barge, average fuel mix","Transport, barge, average fuel mix",FALSE,4069483a-8d94-3b6b-81be-5f0a249b74f4,FALSE,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,,,-0.12662,,,,-0.02843,-0.02843,,,,,,-0.05595,-0.00945,,,,-0.00749,,-0.083,,-0.02843,,,,,,,-0.02843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079,,,-0.02843,,,,,1,,,,,,,,,,
"Transport, barge, diesel powered","Transport, barge, diesel powered",FALSE,a1242640-8306-366c-9c55-6dfd23e77bd7,FALSE,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,-0.03745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.30E-05,-0.00012,-7.70E-06,-1.50E-05,-1.40E-05,,-0.0017,,,-0.02708,,,,,,-0.22,1,,,,,,,,,
"Transport, barge, residual fuel oil powered","Transport, barge, residual fuel oil powered",FALSE,c2cc68fe-1754-3468-a973-51c2f5c82fcd,FALSE,RNA,48-49: Transportation and Warehousing,4832: Inland Water Transportation,,,,,-0.12453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00021,-0.0004,-2.50E-05,-4.90E-05,-4.70E-05,,,,,-0.09003,,,,,,-0.78,,1,,,,,,,,
"Transport, combination truck, average fuel mix","Transport, combination truck, average fuel mix",FALSE,2afb4e2f-b224-3900-956f-03e3f27b276b,FALSE,RNA,48-49: Transportation and Warehousing,4841: General Freight Trucking,,,,,,,,,,,-0.00525,-0.00525,,,,,,,-0.00174,-0.00861,-0.05921,,-0.00138,,,,-0.00525,,,,,,-0.01101,-0.00525,,,,,,,,,,,,,-0.1985,-0.1985,-0.1985,-0.1985,,,,,,,,,,,,,,,,-0.00525,,,,,,,,1,,,,,,,
"Transport, combination truck, diesel powered","Transport, combination truck, diesel powered",FALSE,628c07ec-0802-39c1-ab88-1c62848ef436,FALSE,RNA,48-49: Transportation and Warehousing,4841: General Freight Trucking,,,-0.264,,-0.03,,-0.00676,,,,,,,,,,,-0.00299,,,,,,,,-27.9,,,-0.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03276,,,,,,,,,-1,1,,,,,,
"Transport, ocean freighter, diesel powered","Transport, ocean freighter, diesel powered",FALSE,6c65fc34-c25e-3eb4-bc92-15bbfc457725,FALSE,US,48-49: Transportation and Warehousing,"4831: Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,-7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10719,-0.20639,-0.01303,-0.02523,-0.02395,,,,,,,,,,,,,,,,1,,,,,
"Transport, ocean freighter, residual fuel oil powered","Transport, ocean freighter, residual fuel oil powered",FALSE,735f1d86-f99a-3ffa-adae-176c545744ab,FALSE,US,48-49: Transportation and Warehousing,"4831: Deep Sea, Coastal, and Great Lakes Water Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.96467,-1.85747,-0.11728,-0.22706,-0.21559,,,,,,,,,,,,,,,,,1,,,,
"Transport, pipeline, natural gas","Transport, pipeline, natural gas",FALSE,057a281a-908b-3adf-8f51-ed79fe5c5a9b,FALSE,RNA,48-49: Transportation and Warehousing,4862: Pipeline Transportation of Natural Gas,,,,,,,,,,,,,,,,,,,,,-0.35372,,,,-0.826,,,,-0.0468,,,,,-0.04131,,,,,,,,,,-0.00042,,-0.00042,-1.186,-1.186,-1.186,-1.186,,,,,,,,,,,,-0.011,-0.868,,-1.10667,,,,,,,,,,,,,1,,,
"Transport, pipeline, unspecified petroleum products","Transport, pipeline, unspecified petroleum products",FALSE,acbe5bc4-6afd-31aa-bf3f-4a3fdc491945,FALSE,RNA,48-49: Transportation and Warehousing,4869: Other Pipeline Transportation,,,,,-0.23725,,,,,,-0.04131,-0.04131,,,,,,,-0.01374,,,,,-0.034,-0.002,,-0.04131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14269,-0.27476,-0.01735,-0.03359,-0.03189,,,-0.002,,-0.17024,,,,,,,,,,,,,,1,,
"Transport, train, diesel powered","Transport, train, diesel powered",FALSE,73c7494d-4e93-3769-896b-8bb82f0dfccc,FALSE,RNA,48-49: Transportation and Warehousing,4821: Rail Transportation,,,,,-0.15128,,-1.043,,,,-0.00336,-0.00336,,,,,,-0.46079,-0.00112,-0.00081,-0.00354,,-0.00088,,,,-0.00336,,-0.00819,,,,-0.00103,-0.00336,,,,,,,,,,,,,-0.01186,-0.01186,-0.01186,-0.01186,,,,,,,,,,,,-0.085,,,-0.0249,-0.00336,,,,,,,,,,,,,,1,
Ultimate EoL,Ultimate EoL waste,FALSE,c2f90a07-b901-4895-bbfc-5becda096da6,FALSE,,REMADE,,,,,,,,,,,,,,0.05,0.3635,,,,,,,,,,,,,,,,,,,,,0.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,-1